entity_type,alias,canonical,freq
应用场景,基于眼睛跟踪和本地业务,基于眼睛跟踪和本地业务,1
应用场景,基于磁共振影像的医学影像处理,基于磁共振影像的医学影像处理,1
应用场景,基于神经生理学的控制系统,基于神经生理学的控制系统,1
应用场景,基于脑电信号的目标检测技术,基于脑电信号的目标检测技术,1
应用场景,基于脑电图信号识别对人所观察的视觉对象进行分类,视觉分类任务,1
应用场景,基于脑电图控制系统的训练,智能手机使用,1
应用场景,基于脑电的运动图像脑机接口(bci),基于脑电的运动图像脑机接口(bci),1
应用场景,基于运动或情绪的病症,基于运动或情绪的病症,1
应用场景,增加与传统和新媒体内容的互动,内容互动,1
应用场景,增强一种或多种神经功能,增强一种或多种神经功能,1
应用场景,增强与传统及新媒体内容,内容互动,1
应用场景,增强正常健康大脑的神经功能,增强正常健康大脑的神经功能,3
应用场景,增强现实,增强现实,19
应用场景,增强现实(ar),增强现实(ar),2
应用场景,增强现实内容创作,增强现实内容创作,1
应用场景,增强现实技术领域,增强现实技术领域,4
应用场景,增强现实智能镜系统,增强现实智能镜系统,1
应用场景,增强现实环境,虚拟现实设备,5
应用场景,增强现实疼痛治疗,虚拟现实疼痛治疗,1
应用场景,增强现实系统,增强现实系统,2
应用场景,增强现实训练,虚拟现实图像内容显示,2
应用场景,增强现实设备,增强现实设备,1
应用场景,增强通信工具,控制通信工具,1
应用场景,声音呈现,声音设备,1
应用场景,声音设备,声音设备,1
应用场景,处方校正,处方校正,1
应用场景,处理从身体获得的生物医学数据,处理生物医学数据,1
应用场景,处理生物医学数据,处理生物医学数据,1
应用场景,外伤性脑损伤,外伤性脑损伤,8
应用场景,外周神经,外周神经,2
应用场景,外周神经定向空间刺激记录,周围神经电刺激,1
应用场景,外周神经电刺激,外周神经电刺激,2
应用场景,外周神经系统疾病治疗,外周神经系统疾病治疗,1
应用场景,外周神经结构,外周神经结构,1
应用场景,外周神经调节,外周神经调节,1
应用场景,外科手术,外科手术,2
应用场景,外科植入,外科植入,2
应用场景,外科植入期间,外科植入期间,1
应用场景,外科规划,外科规划,1
应用场景,外语训练,学习能力提升,1
应用场景,外部使用,外部使用,1
应用场景,外部处理单元,外部处理单元,1
应用场景,外部设备控制,外部设备控制,4
应用场景,外部设备通讯,外部设备通讯,1
应用场景,多个可穿戴式医疗设备的数据同步检测,多个可穿戴式医疗设备的数据同步检测,2
应用场景,多个性障碍,多个性障碍,1
应用场景,多个移动设备,多个移动设备,1
应用场景,多人同时监测,监测个体活动,1
应用场景,多位点刺激范例,多位点刺激范例,2
应用场景,多发性硬化症,神经退行性疾病,1
应用场景,多媒体内容,多媒体内容,1
应用场景,多媒体内容处理,多媒体内容,1
应用场景,多市场程序和商业响应监控,多市场程序和商业响应监控,1
应用场景,多市场计划,多市场计划,1
应用场景,多感官呈现,多感官呈现,3
应用场景,多感官呈现设备,多感官呈现设备,1
应用场景,多感官环境,感觉提示的递送,5
应用场景,多感官环境联动调控,环境调控,1
应用场景,多模态ai眼镜,远程教育,2
应用场景,多模态mri融合,多模态mri融合,1
应用场景,多模态交互,多模态交互,1
应用场景,多模态学习,多模态学习,1
应用场景,多目标脑区精确电刺激,医疗组织刺激,1
应用场景,多种病症的治疗,治疗疾病,1
应用场景,多视图学习场景,多视图学习场景,2
应用场景,多通道eeg数据地形显示,多通道eeg数据地形显示,1
应用场景,多通道硬膜外横向脊髓刺激,多通道硬膜外横向脊髓刺激,2
应用场景,多通道脑电图,多通道脑电图,1
应用场景,多通道脑电图处理,数据数字处理和分析领域,1
应用场景,多重人格障碍,多重人格障碍,1
应用场景,大脑,大脑,6
应用场景,大脑与数据处理设备之间数据传输,大脑与数据处理设备之间数据传输,1
应用场景,大脑健康评估,大脑健康评估,1
应用场景,大脑内,大脑内,1
应用场景,大脑刺激,脑刺激,1
应用场景,大脑刺激监测,大脑刺激监测,1
应用场景,大脑区域训练,大脑区域训练,1
应用场景,大脑发育系统,大脑发育系统,1
应用场景,大脑模拟,大脑模拟,1
应用场景,大脑活动分析,脑功能评价,1
应用场景,大脑电刺激,大脑电刺激,1
应用场景,大脑疲劳检测,大脑疲劳检测,1
应用场景,大脑皮层,大脑皮层,1
应用场景,大脑皮层兴奋性检测,大脑皮层兴奋性检测,1
应用场景,大脑皮层活动监测,大脑皮层活动监测,1
应用场景,大脑神经活动监测,大脑神经活动监测,1
应用场景,大脑神经通路重构,大脑神经通路重构,1
应用场景,大脑能力测试,大脑能力测试,1
应用场景,大脑能力测试训练,大脑能力测试训练,1
应用场景,大脑能力训练,大脑能力测试,1
应用场景,大脑认知功能综合性评估,脑功能评价,1
应用场景,大脑训练,大脑训练,1
应用场景,大范围筛查,大范围筛查,2
应用场景,大鼠颅脑电刺激,大鼠颅脑电刺激,1
应用场景,失眠,失眠,1
应用场景,失眠干预,失眠,1
应用场景,失眠用户,失眠用户,1
应用场景,失神癫痫发作监测,失神癫痫发作监测,1
应用场景,失神脑电图评估,失神脑电图评估,1
应用场景,头带,头戴式设备,1
应用场景,头戴式vr装置,头戴式vr装置,1
应用场景,头戴式显示器,头戴式显示器,3
应用场景,头戴式耳机形式的脑电(eeg)和光生物调节(pbm)装置,脑电图帽,1
应用场景,头戴式耳机形式的脑电图记录和光生物调节设备,配置助听器,1
应用场景,头戴式设备,头戴式设备,1
应用场景,头戴设备,头戴设备,1
应用场景,头痛,头痛,1
应用场景,头皮接触面复杂的情况,头皮接触面复杂的情况,1
应用场景,头皮电极阵列,头皮电极阵列,1
应用场景,头皮脑电图致痫区定位,脑电图测量,2
应用场景,头皮脑电图致痫区的识别与定位,脑电信号探测,2
应用场景,头盔,头盔,1
应用场景,头盔显示器,显示设备,2
应用场景,头设置式脑电图,脑电图测量装置,1
应用场景,头部穿戴设备,头戴式设备,1
应用场景,头骨和头皮之间的点,头骨和头皮之间的点,1
应用场景,娱乐,娱乐,16
应用场景,娱乐刺激,刺激,1
应用场景,娱乐刺激分析,娱乐刺激分析,1
应用场景,娱乐效果分析,娱乐效果分析,2
应用场景,娱乐材料,娱乐,3
应用场景,娱乐材料生理评价,娱乐材料生理评价,1
应用场景,娱乐材料评估,娱乐材料评估,3
应用场景,娱乐设置,环境,1
应用场景,娱乐选择,娱乐,9
应用场景,娱乐选择呈现,娱乐选择呈现,1
应用场景,媒体体验,媒体体验,1
应用场景,媒体信息学,媒体信息学,1
应用场景,媒体内容,媒体内容,1
应用场景,媒体内容分析,媒体内容分析,1
应用场景,媒体内容分类或识别认知响应状态,媒体内容分类或识别认知响应状态,1
应用场景,媒体内容回放,媒体控制,1
应用场景,媒体内容播放,媒体内容,2
应用场景,媒体内容观看,媒体内容观看,1
应用场景,媒体呈现,媒体呈现,2
应用场景,媒体控制,媒体控制,1
应用场景,媒体提供商,媒体提供商,1
应用场景,媒体流处理,媒体内容观看,1
应用场景,媒体立面,媒体立面,1
应用场景,媒体立面图像刺激分析,媒体立面图像刺激分析,1
应用场景,媒体系统,媒体系统,3
应用场景,媒体设备,媒体设备,1
应用场景,媒体递送设备,媒体递送设备,1
应用场景,嫌疑人陈述真实性判断,嫌疑人陈述真实性判断,1
应用场景,子感知疗法,子感知疗法,1
应用场景,孤独症,孤独症,6
应用场景,学习,学习,4
应用场景,学习人工智能模型,学习人工智能模型,1
应用场景,学习体验,注意力分析,1
应用场景,学习困难治疗,学习困难治疗,1
应用场景,学习增强,学习,1
应用场景,学习者/表演者认知流检测,认知任务,2
应用场景,学习者情绪引导下的脑机耦合,学习者情绪引导下的脑机耦合,1
应用场景,学习者的认知流检测分析,学习者的认知流检测分析,1
应用场景,学习者脑电波测量,学习者脑电波测量,1
应用场景,学习能力提升,学习能力提升,1
应用场景,学校,学校,1
应用场景,安全帽智能控制,安全帽智能控制,2
应用场景,安全生产监控,安全生产监控,1
应用场景,安全警告,安全警告,3
应用场景,定价,定价,4
应用场景,定位特定皮质区域,定位特定皮质区域,2
应用场景,定制内容,定制内容,1
应用场景,定制内容交付,定制内容交付,2
应用场景,定制内容提供,定制内容提供,1
应用场景,定制化自动驾驶,自动驾驶,1
应用场景,定制认知训练,定制认知训练,1
应用场景,定量刻画脑功能网络,脑网络活动估计,1
应用场景,实时反馈,实时反馈,3
应用场景,实时模式,实时模式,1
应用场景,实时精神状态监测,实时精神状态监测,1
应用场景,实际应用,应用领域,2
应用场景,实际生活设置,实际生活设置,1
应用场景,实验室环境,环境,1
应用场景,实验研究,实验研究,1
应用场景,宠物狗,宠物狗,1
应用场景,客户端计算设备显示器观看,客户端计算设备显示器观看,1
应用场景,客户端设备,软件控制,2
应用场景,家庭,家庭,4
应用场景,家庭保健,睡眠管理,2
应用场景,家庭影院,家庭影院,1
应用场景,家庭环境,家庭环境,2
应用场景,家庭环境下的个性化神经调控,家庭环境下的个性化神经调控,1
应用场景,家庭神经监测,家庭神经监测,1
应用场景,家庭设置监控,视频监控,1
应用场景,家用治疗,住院治疗,1
应用场景,密集触摸板使用,密集触摸板使用,1
应用场景,密集触摸板使用(智能手机)对体感诱发电位的影响,密集触摸板使用,1
应用场景,对不同酒类产品的品质进行生理感官评价,酒类产品评价,1
应用场景,对患者进行神经刺激,对患者进行神经刺激,1
应用场景,对象的有义估计客观条件,对象的有义估计客观条件,1
应用场景,对象预测,对象预测,1
应用场景,寻求公职的个人反应,寻求公职的个人反应,1
应用场景,寻求公职的个人反应评估,寻求公职的个人反应评估,1
应用场景,导管治疗,导管治疗,1
应用场景,封闭环境中投影内容评估,封闭环境中投影内容评估,2
应用场景,封闭环境中的投影内容评估,封闭环境中的投影内容评估,3
应用场景,将电刺激疗法递送至患者的大脑,将电刺激疗法递送至患者的大脑,1
应用场景,小动物脑电图测量,小动物脑电图测量,1
应用场景,小脑功能障碍,共济失调,1
应用场景,尿控制障碍,尿控制障碍,2
应用场景,局部场电位(lfp),局部场电位(lfp),1
应用场景,局部场电位(lfp)信号,局部场电位(lfp)信号,1
应用场景,屏幕(4)上显示的视觉刺激,屏幕(4)上显示的视觉刺激,1
应用场景,屏幕对象,屏幕对象,1
应用场景,工业,工业,3
应用场景,工作,市场研究,3
应用场景,工作场所,工作场所,2
应用场景,工作或过程调度,工作或过程调度,1
应用场景,工作记忆任务,工作记忆任务,1
应用场景,工作记忆增强,工作记忆增强,1
应用场景,工厂,工厂,1
应用场景,市场研究,市场研究,3
应用场景,市场过道,市场过道,2
应用场景,帕金森氏病,慢性疼痛治疗,4
应用场景,帕金森氏病治疗,帕金森氏病治疗,1
应用场景,帕金森氏症,帕金森病,1
应用场景,帕金森病,帕金森病,17
应用场景,帕金森病治疗,帕金森病,1
应用场景,帮助患有自闭症和失明的残疾人表达自己,残障人士通信系统,1
应用场景,干电极,头皮接触面复杂的情况,1
